Transaction Date,Total Spent,Location,Province,Item
2026-02-22,5.05,Takeaway,Saskatchewan,Cookie
2026-02-05,10.27,Takeaway,Newfoundland and Labrador,Cookie
2026-02-24,5.12,In-store,Newfoundland and Labrador,Cookie
2026-02-02,5.08,Takeaway,British Columbia,Cookie
2026-02-19,4.94,In-store,Manitoba,Cookie
2026-02-24,4.93,Takeaway,Newfoundland and Labrador,Cookie
2026-02-02,2.46,In-store,Saskatchewan,Cookie
2026-02-22,9.78,In-store,Manitoba,Cookie
2026-02-04,4.89,In-store,Saskatchewan,Cookie
2026-02-03,2.55,Takeaway,Newfoundland and Labrador,Cookie
2026-02-26,2.57,In-store,Newfoundland and Labrador,Cookie
2026-02-26,2.52,Takeaway,Newfoundland and Labrador,Cookie
2026-02-21,7.73,In-store,Manitoba,Cookie
2026-02-25,12.7,Takeaway,British Columbia,Cookie
2026-02-02,7.54,In-store,Newfoundland and Labrador,Cookie
2026-02-15,2.6,In-store,Newfoundland and Labrador,Cookie
2026-02-25,10.11,In-store,British Columbia,Cookie
2026-02-25,7.18,In-store,Manitoba,Cookie
2026-02-11,12.58,Takeaway,British Columbia,Cookie
2026-02-10,7.44,In-store,Newfoundland and Labrador,Cookie
2026-02-20,5.0,In-store,Manitoba,Cookie
2026-02-03,2.51,In-store,Newfoundland and Labrador,Cookie
2026-02-23,7.39,Takeaway,British Columbia,Cookie
2026-02-07,2.42,In-store,Saskatchewan,Cookie
2026-02-16,4.89,Takeaway,Manitoba,Cookie
2026-02-05,4.93,In-store,Saskatchewan,Cookie
2026-02-20,2.43,Takeaway,Manitoba,Cookie
2026-02-27,7.33,Takeaway,Saskatchewan,Cookie
2026-02-16,8.83,In-store,Manitoba,Salad
2026-02-27,9.19,Takeaway,British Columbia,Salad
2026-02-12,17.42,In-store,British Columbia,Salad
2026-02-09,27.96,Takeaway,Newfoundland and Labrador,Salad
2026-02-24,26.63,In-store,British Columbia,Salad
2026-02-02,8.68,Takeaway,Saskatchewan,Salad
2026-02-09,17.81,In-store,British Columbia,Salad
2026-02-19,17.19,In-store,British Columbia,Salad
2026-02-05,17.39,Takeaway,Manitoba,Salad
2026-02-25,9.02,In-store,Newfoundland and Labrador,Salad
2026-02-13,17.44,In-store,British Columbia,Salad
2026-02-07,27.44,In-store,British Columbia,Salad
2026-02-11,8.73,Takeaway,Newfoundland and Labrador,Salad
2026-02-09,9.01,Takeaway,British Columbia,Salad
2026-02-20,9.01,Takeaway,British Columbia,Salad
2026-02-04,9.09,In-store,Newfoundland and Labrador,Salad
2026-02-24,18.08,In-store,British Columbia,Salad
2026-02-04,26.97,In-store,Saskatchewan,Salad
2026-02-09,18.21,Takeaway,Newfoundland and Labrador,Salad
2026-02-18,27.49,Takeaway,Manitoba,Salad
2026-02-10,10.34,In-store,British Columbia,Refresher
2026-02-15,15.24,Takeaway,British Columbia,Refresher
2026-02-17,9.79,In-store,Saskatchewan,Refresher
2026-02-08,10.24,In-store,Saskatchewan,Refresher
2026-02-16,10.35,In-store,British Columbia,Refresher
2026-02-26,15.29,In-store,Manitoba,Refresher
2026-02-01,15.01,In-store,Saskatchewan,Refresher
2026-02-17,9.94,In-store,British Columbia,Refresher
2026-02-10,14.24,In-store,Newfoundland and Labrador,Refresher
2026-02-25,15.42,In-store,Manitoba,Refresher
2026-02-03,5.18,In-store,Newfoundland and Labrador,Refresher
2026-02-03,24.65,Takeaway,British Columbia,Refresher
2026-02-12,10.37,In-store,British Columbia,Refresher
2026-02-19,9.66,In-store,Saskatchewan,Refresher
2026-02-01,15.08,Takeaway,British Columbia,Refresher
2026-02-24,20.12,Takeaway,British Columbia,Refresher
2026-02-10,14.95,In-store,Manitoba,Refresher
2026-02-26,4.87,In-store,Saskatchewan,Refresher
2026-02-26,24.88,In-store,Manitoba,Refresher
2026-02-22,9.98,In-store,Saskatchewan,Refresher
2026-02-21,14.78,In-store,British Columbia,Refresher
2026-02-17,5.0,In-store,Saskatchewan,Refresher
2026-02-23,24.41,In-store,Saskatchewan,Refresher
2026-02-05,5.07,In-store,Saskatchewan,Refresher
2026-02-24,4.93,Takeaway,Saskatchewan,Refresher
2026-02-17,4.96,Takeaway,Newfoundland and Labrador,Refresher
2026-02-23,5.14,In-store,Newfoundland and Labrador,Refresher
2026-02-14,4.57,In-store,Manitoba,Juice
2026-02-18,9.03,In-store,Manitoba,Juice
2026-02-10,4.57,In-store,British Columbia,Juice
2026-02-12,13.84,In-store,Saskatchewan,Juice
2026-02-11,9.34,In-store,Newfoundland and Labrador,Juice
2026-02-21,4.54,In-store,Newfoundland and Labrador,Juice
2026-02-06,4.45,Takeaway,Newfoundland and Labrador,Juice
2026-02-26,13.78,In-store,Manitoba,Juice
2026-02-24,13.48,In-store,Manitoba,Juice
2026-02-25,4.36,In-store,Newfoundland and Labrador,Juice
2026-02-26,4.58,In-store,Manitoba,Juice
2026-02-12,13.9,In-store,British Columbia,Juice
2026-02-25,9.18,In-store,British Columbia,Juice
2026-02-12,8.97,In-store,Newfoundland and Labrador,Juice
2026-02-03,4.53,Takeaway,British Columbia,Juice
2026-02-02,4.56,In-store,Newfoundland and Labrador,Juice
2026-02-03,13.65,Takeaway,British Columbia,Juice
2026-02-05,9.22,In-store,Newfoundland and Labrador,Juice
2026-02-11,9.17,In-store,Newfoundland and Labrador,Juice
2026-02-27,4.45,In-store,Saskatchewan,Juice
2026-02-07,4.54,Takeaway,British Columbia,Juice
2026-02-26,5.68,In-store,Manitoba,Juice
2026-02-24,8.91,Takeaway,British Columbia,Juice
2026-02-25,9.03,Takeaway,Newfoundland and Labrador,Juice
2026-02-23,4.33,In-store,Saskatchewan,Juice
2026-02-27,9.35,Takeaway,Newfoundland and Labrador,Juice
2026-02-04,8.86,In-store,Newfoundland and Labrador,Juice
2026-02-13,8.91,Takeaway,Newfoundland and Labrador,Juice
2026-02-10,4.51,In-store,British Columbia,Juice
2026-03-10,13.91,In-store,Newfoundland and Labrador,Coffee
2026-03-21,3.47,Takeaway,Newfoundland and Labrador,Coffee
2026-03-25,10.47,In-store,Saskatchewan,Coffee
2026-03-19,9.76,In-store,British Columbia,Coffee
2026-03-03,7.01,In-store,British Columbia,Coffee
2026-03-13,3.5,Takeaway,Saskatchewan,Coffee
2026-03-16,7.15,In-store,British Columbia,Coffee
2026-03-12,10.77,In-store,Saskatchewan,Coffee
2026-03-13,6.97,Takeaway,Manitoba,Coffee
2026-03-16,3.56,In-store,Newfoundland and Labrador,Coffee
2026-03-18,6.85,In-store,Manitoba,Coffee
2026-03-19,17.77,In-store,British Columbia,Coffee
2026-03-06,10.38,In-store,Saskatchewan,Coffee
2026-03-27,10.25,Takeaway,Manitoba,Coffee
2026-03-26,3.49,In-store,British Columbia,Coffee
2026-03-25,10.79,Takeaway,Manitoba,Coffee
2026-03-25,7.03,In-store,Saskatchewan,Coffee
2026-03-17,3.6,In-store,Manitoba,Coffee
2026-03-30,6.9,In-store,Newfoundland and Labrador,Coffee
2026-03-12,5.66,In-store,Newfoundland and Labrador,Coffee
2026-03-13,6.91,Takeaway,Newfoundland and Labrador,Coffee
2026-03-26,10.55,In-store,British Columbia,Coffee
2026-03-27,3.52,In-store,Saskatchewan,Coffee
2026-03-13,3.55,Takeaway,British Columbia,Coffee
2026-03-26,3.52,Takeaway,Saskatchewan,Coffee
2026-03-19,3.45,In-store,Newfoundland and Labrador,Coffee
2026-03-12,7.12,In-store,British Columbia,Coffee
2026-03-27,7.24,Takeaway,Saskatchewan,Coffee
2026-03-17,3.46,In-store,Manitoba,Coffee
2026-03-26,10.11,Takeaway,Newfoundland and Labrador,Coffee
2026-03-25,7.07,Takeaway,British Columbia,Coffee
2026-03-04,13.91,In-store,Manitoba,Coffee
2026-03-27,10.47,In-store,Saskatchewan,Coffee
2026-03-05,3.54,In-store,Saskatchewan,Coffee
2026-03-25,3.47,In-store,British Columbia,Coffee
2026-03-24,10.44,In-store,Saskatchewan,Coffee
2026-03-24,13.97,Takeaway,Newfoundland and Labrador,Coffee
2026-03-28,3.58,Takeaway,Newfoundland and Labrador,Coffee
2026-03-19,7.21,In-store,British Columbia,Coffee
2026-03-11,3.5,In-store,Newfoundland and Labrador,Coffee
2026-03-19,6.83,In-store,British Columbia,Coffee
2026-03-22,6.94,Takeaway,Newfoundland and Labrador,Coffee
2026-03-12,6.83,Takeaway,Newfoundland and Labrador,Coffee
2026-03-09,10.53,Takeaway,Saskatchewan,Coffee
2026-03-16,6.84,In-store,Manitoba,Coffee
2026-03-27,3.39,In-store,British Columbia,Coffee
2026-03-19,10.63,Takeaway,Saskatchewan,Coffee
2026-03-27,3.55,In-store,Saskatchewan,Coffee
2026-03-16,3.47,In-store,British Columbia,Coffee
2026-03-30,14.08,In-store,British Columbia,Coffee
2026-03-25,7.03,In-store,Newfoundland and Labrador,Coffee
2026-03-11,17.71,Takeaway,Saskatchewan,Coffee
2026-03-13,10.63,In-store,Saskatchewan,Coffee
2026-03-31,3.32,In-store,British Columbia,Coffee
2026-03-30,3.48,In-store,Saskatchewan,Coffee
2026-03-13,17.68,In-store,Manitoba,Coffee
2026-03-26,6.94,In-store,British Columbia,Coffee
2026-03-27,3.5,In-store,British Columbia,Coffee
2026-03-09,7.11,Takeaway,Saskatchewan,Coffee
2026-03-17,10.52,Takeaway,Manitoba,Coffee
2026-03-24,18.03,Takeaway,British Columbia,Coffee
2026-03-03,7.16,In-store,Newfoundland and Labrador,Coffee
2026-03-25,6.98,Takeaway,Newfoundland and Labrador,Coffee
2026-03-06,10.46,Takeaway,Saskatchewan,Coffee
2026-03-16,3.3,In-store,Newfoundland and Labrador,Coffee
2026-03-12,6.95,In-store,British Columbia,Coffee
2026-03-24,6.81,Takeaway,British Columbia,Coffee
2026-03-08,10.47,Takeaway,British Columbia,Coffee
2026-03-15,7.15,In-store,Saskatchewan,Coffee
2026-03-09,3.52,Takeaway,British Columbia,Coffee
2026-03-03,7.02,In-store,Manitoba,Coffee
2026-03-26,7.1,In-store,British Columbia,Coffee
2026-03-07,7.11,Takeaway,British Columbia,Coffee
2026-03-08,7.14,Takeaway,Newfoundland and Labrador,Coffee
2026-03-03,14.39,Takeaway,British Columbia,Coffee
2026-03-17,7.0,In-store,Saskatchewan,Coffee
2026-03-09,7.32,Takeaway,Newfoundland and Labrador,Coffee
2026-03-18,10.55,Takeaway,British Columbia,Coffee
2026-03-23,6.82,In-store,Newfoundland and Labrador,Coffee
2026-03-03,6.92,Takeaway,Saskatchewan,Coffee
2026-03-06,6.95,In-store,Saskatchewan,Coffee
2026-03-12,3.54,In-store,British Columbia,Coffee
2026-03-27,3.43,In-store,Saskatchewan,Coffee
2026-03-04,10.44,Takeaway,Saskatchewan,Coffee
2026-03-24,3.49,In-store,British Columbia,Coffee
2026-03-30,10.41,Takeaway,Newfoundland and Labrador,Coffee
2026-03-03,3.56,Takeaway,Newfoundland and Labrador,Coffee
2026-03-11,3.54,In-store,British Columbia,Coffee
2026-03-24,3.58,In-store,British Columbia,Coffee
2026-03-30,3.48,Takeaway,Manitoba,Coffee
2026-03-09,3.58,In-store,Saskatchewan,Coffee
2026-03-20,10.21,In-store,British Columbia,Coffee
2026-03-24,3.4,Takeaway,Manitoba,Coffee
2026-03-12,3.42,In-store,Manitoba,Coffee
2026-03-20,7.0,Takeaway,Newfoundland and Labrador,Coffee
2026-03-18,7.17,In-store,Saskatchewan,Coffee
2026-03-30,3.46,Takeaway,British Columbia,Coffee
2026-03-17,6.93,In-store,Manitoba,Coffee
2026-03-17,6.97,Takeaway,Saskatchewan,Coffee
2026-03-20,7.08,In-store,Saskatchewan,Coffee
2026-03-05,6.93,In-store,Manitoba,Coffee
2026-03-17,3.46,In-store,Saskatchewan,Coffee
2026-03-03,3.41,Takeaway,Newfoundland and Labrador,Coffee
2026-03-19,3.46,Takeaway,Manitoba,Coffee
2026-03-17,17.91,Takeaway,British Columbia,Coffee
2026-03-26,3.51,In-store,Manitoba,Coffee
2026-03-25,6.9,In-store,Saskatchewan,Coffee
2026-03-13,3.59,In-store,Saskatchewan,Coffee
2026-03-20,6.92,In-store,Saskatchewan,Coffee
2026-03-10,5.35,Takeaway,Saskatchewan,Coffee
2026-03-12,7.2,Takeaway,Manitoba,Coffee
2026-03-03,10.51,Takeaway,Newfoundland and Labrador,Coffee
2026-03-04,6.79,In-store,British Columbia,Coffee
2026-03-26,3.66,Takeaway,Newfoundland and Labrador,Coffee
2026-03-31,3.53,Takeaway,Newfoundland and Labrador,Coffee
2026-03-16,13.91,In-store,Newfoundland and Labrador,Coffee
2026-03-05,3.57,Takeaway,Saskatchewan,Coffee
2026-03-04,7.1,In-store,Newfoundland and Labrador,Coffee
2026-03-03,10.78,In-store,British Columbia,Coffee
2026-03-27,6.91,In-store,Manitoba,Coffee
2026-03-13,3.52,Takeaway,Newfoundland and Labrador,Coffee
2026-03-27,3.42,In-store,Manitoba,Coffee
2026-03-12,3.55,Takeaway,Saskatchewan,Coffee
2026-03-19,10.5,Takeaway,Saskatchewan,Coffee
2026-03-20,3.52,In-store,Newfoundland and Labrador,Coffee
2026-03-03,3.49,In-store,Saskatchewan,Coffee
2026-03-21,13.22,Takeaway,British Columbia,Coffee
2026-03-25,3.48,In-store,Manitoba,Coffee
2026-03-02,6.88,In-store,Manitoba,Coffee
2026-03-03,7.11,Takeaway,Saskatchewan,Coffee
2026-03-17,10.81,In-store,British Columbia,Coffee
2026-03-31,6.92,In-store,Manitoba,Coffee
2026-03-31,10.62,In-store,Newfoundland and Labrador,Coffee
2026-03-04,3.53,Takeaway,Newfoundland and Labrador,Coffee
2026-03-24,3.5,Takeaway,British Columbia,Coffee
2026-03-25,3.39,In-store,Newfoundland and Labrador,Coffee
2026-03-27,10.23,In-store,Saskatchewan,Coffee
2026-03-03,6.89,Takeaway,Manitoba,Coffee
2026-03-31,3.35,In-store,British Columbia,Coffee
2026-03-26,7.2,In-store,Saskatchewan,Coffee
2026-03-19,7.05,Takeaway,Manitoba,Coffee
2026-03-03,7.0,In-store,Newfoundland and Labrador,Coffee
2026-03-09,3.35,In-store,Manitoba,Coffee
2026-03-11,13.49,In-store,British Columbia,Coffee
2026-03-26,3.5,In-store,British Columbia,Coffee
2026-03-24,7.28,In-store,Saskatchewan,Coffee
2026-03-30,6.9,In-store,British Columbia,Coffee
2026-03-13,3.56,Takeaway,Saskatchewan,Coffee
2026-03-28,3.62,In-store,British Columbia,Coffee
2026-03-27,3.47,In-store,Manitoba,Coffee
2026-03-02,3.5,Takeaway,Newfoundland and Labrador,Coffee
2026-03-09,7.17,Takeaway,British Columbia,Coffee
2026-03-25,13.9,In-store,Manitoba,Coffee
2026-03-20,13.81,In-store,Newfoundland and Labrador,Coffee
2026-03-07,3.54,Takeaway,Manitoba,Coffee
2026-03-25,3.6,In-store,Manitoba,Coffee
2026-03-11,17.52,Takeaway,Manitoba,Coffee
2026-03-19,10.73,In-store,Saskatchewan,Coffee
2026-03-30,3.45,Takeaway,Saskatchewan,Coffee
2026-03-09,3.6,In-store,British Columbia,Coffee
2026-03-03,3.52,In-store,Newfoundland and Labrador,Coffee
2026-03-20,3.53,In-store,Saskatchewan,Coffee
2026-03-23,10.53,In-store,Newfoundland and Labrador,Coffee
2026-03-11,13.86,In-store,Saskatchewan,Coffee
2026-03-16,7.0,Takeaway,British Columbia,Coffee
2026-03-17,3.47,Takeaway,Manitoba,Coffee
2026-03-26,10.7,In-store,Saskatchewan,Coffee
2026-03-22,3.67,In-store,Saskatchewan,Coffee
2026-03-10,10.46,In-store,Saskatchewan,Coffee
2026-03-10,6.79,In-store,Manitoba,Coffee
2026-03-11,6.76,In-store,British Columbia,Coffee
2026-03-05,6.76,In-store,Newfoundland and Labrador,Coffee
2026-03-05,3.54,Takeaway,Newfoundland and Labrador,Coffee
2026-03-26,6.84,In-store,Newfoundland and Labrador,Coffee
2026-03-26,10.56,Takeaway,Manitoba,Coffee
2026-03-09,3.51,Takeaway,British Columbia,Coffee
2026-03-26,3.5,In-store,British Columbia,Coffee
2026-03-18,17.65,In-store,Saskatchewan,Coffee
2026-03-23,3.51,In-store,Manitoba,Coffee
2026-03-27,13.24,In-store,Saskatchewan,Coffee
2026-03-10,3.48,In-store,Saskatchewan,Coffee
2026-03-20,7.06,In-store,Manitoba,Coffee
2026-03-10,7.23,In-store,Newfoundland and Labrador,Coffee
2026-03-27,7.24,In-store,British Columbia,Coffee
2026-03-10,10.21,Takeaway,British Columbia,Coffee
2026-03-19,17.38,In-store,Saskatchewan,Coffee
2026-03-06,6.78,In-store,Newfoundland and Labrador,Coffee
2026-03-12,7.21,Takeaway,Newfoundland and Labrador,Coffee
2026-03-11,10.71,Takeaway,Manitoba,Coffee
2026-03-24,10.57,Takeaway,Manitoba,Coffee
2026-03-10,3.51,In-store,Saskatchewan,Coffee
2026-03-11,10.79,In-store,Newfoundland and Labrador,Coffee
2026-03-02,7.17,Takeaway,Newfoundland and Labrador,Coffee
2026-03-11,7.16,In-store,Newfoundland and Labrador,Coffee
2026-03-10,14.13,Takeaway,Saskatchewan,Coffee
2026-03-18,3.48,In-store,Manitoba,Coffee
2026-03-12,17.77,Takeaway,British Columbia,Coffee
2026-03-31,3.56,In-store,Manitoba,Coffee
2026-03-18,6.97,In-store,British Columbia,Coffee
2026-03-03,3.48,In-store,British Columbia,Coffee
2026-03-25,7.16,In-store,Newfoundland and Labrador,Coffee
2026-03-03,7.23,Takeaway,Newfoundland and Labrador,Coffee
2026-03-26,6.9,Takeaway,Manitoba,Coffee
2026-03-12,6.96,In-store,British Columbia,Coffee
2026-03-03,14.1,Takeaway,British Columbia,Coffee
2026-03-31,3.53,In-store,British Columbia,Coffee
2026-03-16,6.93,Takeaway,Newfoundland and Labrador,Coffee
2026-03-26,10.9,In-store,Newfoundland and Labrador,Coffee
2026-03-13,10.59,In-store,Saskatchewan,Coffee
2026-03-15,6.89,In-store,Manitoba,Coffee
2026-03-12,10.61,Takeaway,Saskatchewan,Coffee
2026-03-12,7.25,Takeaway,British Columbia,Coffee
2026-03-25,13.87,In-store,Newfoundland and Labrador,Coffee
2026-03-02,17.47,Takeaway,Manitoba,Coffee
2026-03-16,4.4,In-store,Saskatchewan,Coffee
2026-03-09,10.46,In-store,British Columbia,Coffee
2026-03-18,6.79,Takeaway,British Columbia,Coffee
2026-03-06,7.1,In-store,Saskatchewan,Coffee
2026-03-11,5.8,In-store,Newfoundland and Labrador,Tea
2026-03-17,2.94,In-store,Newfoundland and Labrador,Tea
2026-03-24,3.02,In-store,Manitoba,Tea
2026-03-30,3.04,In-store,British Columbia,Tea
2026-03-09,2.95,In-store,Newfoundland and Labrador,Tea
2026-03-16,9.33,In-store,British Columbia,Tea
2026-03-11,5.97,In-store,Saskatchewan,Tea
2026-03-19,2.96,In-store,Saskatchewan,Tea
2026-03-12,9.03,In-store,Newfoundland and Labrador,Tea
2026-03-04,3.02,In-store,Manitoba,Tea
2026-03-19,3.0,In-store,Saskatchewan,Tea
2026-03-02,5.99,Takeaway,Newfoundland and Labrador,Tea
2026-03-03,12.13,In-store,Newfoundland and Labrador,Tea
2026-03-27,6.16,In-store,Manitoba,Tea
2026-03-27,2.94,Takeaway,Manitoba,Tea
2026-03-18,2.95,In-store,Newfoundland and Labrador,Tea
2026-03-02,6.01,In-store,British Columbia,Tea
2026-03-11,3.9,In-store,Saskatchewan,Tea
2026-03-11,5.78,In-store,Newfoundland and Labrador,Tea
2026-03-23,12.03,In-store,Newfoundland and Labrador,Tea
2026-03-25,3.1,In-store,Saskatchewan,Tea
2026-03-11,3.02,In-store,Saskatchewan,Tea
2026-03-13,15.17,Takeaway,Newfoundland and Labrador,Tea
2026-03-07,6.07,Takeaway,British Columbia,Tea
2026-03-23,3.01,Takeaway,Newfoundland and Labrador,Tea
2026-03-11,6.03,In-store,Manitoba,Tea
2026-03-23,3.04,In-store,Newfoundland and Labrador,Tea
2026-03-23,2.95,In-store,British Columbia,Tea
2026-03-05,8.76,In-store,British Columbia,Tea
2026-03-27,3.03,In-store,Manitoba,Tea
2026-03-26,3.0,In-store,Saskatchewan,Tea
2026-03-18,3.11,In-store,Newfoundland and Labrador,Tea
2026-03-04,5.83,In-store,Saskatchewan,Tea
2026-03-05,6.11,In-store,Saskatchewan,Tea
2026-03-04,5.88,In-store,Newfoundland and Labrador,Tea
2026-03-15,9.09,Takeaway,Newfoundland and Labrador,Tea
2026-03-09,6.03,In-store,British Columbia,Tea
2026-03-26,9.12,In-store,British Columbia,Tea
2026-03-13,6.0,In-store,Saskatchewan,Tea
2026-03-14,6.1,In-store,Manitoba,Tea
2026-03-29,3.09,Takeaway,Newfoundland and Labrador,Tea
2026-03-18,3.01,Takeaway,Newfoundland and Labrador,Tea
2026-03-12,5.98,In-store,Saskatchewan,Tea
2026-03-31,3.0,In-store,Saskatchewan,Tea
2026-03-15,9.53,In-store,British Columbia,Tea
2026-03-18,8.78,Takeaway,British Columbia,Tea
2026-03-12,5.89,In-store,Newfoundland and Labrador,Tea
2026-03-20,8.99,Takeaway,Manitoba,Tea
2026-03-25,3.0,In-store,Saskatchewan,Tea
2026-03-19,5.99,In-store,British Columbia,Tea
2026-03-09,2.94,In-store,Manitoba,Tea
2026-03-30,6.12,Takeaway,Newfoundland and Labrador,Tea
2026-03-17,6.04,In-store,British Columbia,Tea
2026-03-26,6.03,In-store,Newfoundland and Labrador,Tea
2026-03-02,9.01,Takeaway,Newfoundland and Labrador,Tea
2026-03-17,8.81,In-store,Newfoundland and Labrador,Tea
2026-03-30,5.8,Takeaway,British Columbia,Tea
2026-03-21,12.08,In-store,Saskatchewan,Tea
2026-03-04,6.01,In-store,British Columbia,Tea
2026-03-23,5.92,Takeaway,British Columbia,Tea
2026-03-02,5.93,In-store,British Columbia,Tea
2026-03-12,9.12,In-store,Newfoundland and Labrador,Tea
2026-03-08,6.04,Takeaway,British Columbia,Tea
2026-03-09,2.99,In-store,Manitoba,Tea
2026-03-03,3.04,In-store,Manitoba,Tea
2026-03-19,2.96,In-store,British Columbia,Tea
2026-03-24,8.94,Takeaway,Manitoba,Tea
2026-03-10,2.99,In-store,Newfoundland and Labrador,Tea
2026-03-19,5.78,In-store,Manitoba,Tea
2026-03-16,5.91,Takeaway,Saskatchewan,Tea
2026-03-31,3.08,In-store,Newfoundland and Labrador,Tea
2026-03-25,5.92,Takeaway,British Columbia,Tea
2026-03-30,6.02,In-store,Newfoundland and Labrador,Tea
2026-03-26,5.91,In-store,Newfoundland and Labrador,Tea
2026-03-20,2.96,In-store,Manitoba,Tea
2026-03-03,3.01,In-store,Manitoba,Tea
2026-03-26,5.86,In-store,Saskatchewan,Tea
2026-03-24,6.09,In-store,Saskatchewan,Tea
2026-03-10,12.17,In-store,Newfoundland and Labrador,Tea
2026-03-10,3.04,Takeaway,Newfoundland and Labrador,Tea
2026-03-17,5.75,In-store,Newfoundland and Labrador,Tea
2026-03-10,6.0,Takeaway,Saskatchewan,Tea
2026-03-31,6.22,In-store,British Columbia,Tea
2026-03-06,5.78,In-store,British Columbia,Tea
2026-03-05,3.1,In-store,Manitoba,Tea
2026-03-03,11.4,In-store,Manitoba,Tea
2026-03-18,3.03,Takeaway,Manitoba,Tea
2026-03-24,5.8,In-store,British Columbia,Tea
2026-03-19,6.02,In-store,Newfoundland and Labrador,Tea
2026-03-06,12.27,Takeaway,British Columbia,Tea
2026-03-29,12.1,Takeaway,British Columbia,Tea
2026-03-12,2.92,Takeaway,Newfoundland and Labrador,Tea
2026-03-05,3.13,Takeaway,Manitoba,Tea
2026-03-06,5.86,In-store,Newfoundland and Labrador,Tea
2026-03-13,3.02,Takeaway,Manitoba,Tea
2026-03-18,2.94,In-store,Saskatchewan,Tea
2026-03-19,6.15,In-store,Ontario,Tea
2026-03-03,3.1,In-store,Saskatchewan,Tea
2026-03-26,11.91,Takeaway,Newfoundland and Labrador,Tea
2026-03-11,3.09,Takeaway,Manitoba,Tea
2026-03-09,3.02,In-store,Newfoundland and Labrador,Tea
2026-03-21,6.05,Takeaway,Saskatchewan,Tea
2026-03-19,6.03,Takeaway,Newfoundland and Labrador,Tea
2026-03-31,11.74,Takeaway,British Columbia,Tea
2026-03-13,5.91,In-store,Newfoundland and Labrador,Tea
2026-03-06,15.67,Takeaway,Newfoundland and Labrador,Sandwich
2026-03-31,16.03,Takeaway,Newfoundland and Labrador,Sandwich
2026-03-16,24.32,In-store,British Columbia,Sandwich
2026-03-20,15.96,Takeaway,Manitoba,Sandwich
2026-03-03,8.04,In-store,British Columbia,Sandwich
2026-03-11,24.27,Takeaway,Saskatchewan,Sandwich
2026-03-31,40.78,In-store,Manitoba,Sandwich
2026-03-31,8.15,Takeaway,Newfoundland and Labrador,Sandwich
2026-03-31,23.82,In-store,British Columbia,Sandwich
2026-03-26,15.58,Takeaway,Newfoundland and Labrador,Sandwich
2026-03-17,8.25,Takeaway,Manitoba,Sandwich
